,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-Apr-15 to 7-Nov-23,,,,,,,,
Date,Particulars,,,,Vch Type,Vch No.,Debit,Credit
03-Jan-23,By,Home Cash Paid,,,Payment,733,,600.00
03-Jan-23,By,Misc. Expenses,,,Payment,734,,38.00
04-Jan-23,By,Food,,,Payment,738,,25.00
04-Jan-23,By,Divyam School Exp.,,,Payment,740,,310.00
04-Jan-23,By,Food,,,Payment,741,,10.00
05-Jan-23,By,Home Cash Paid,,,Payment,743,,200.00
05-Jan-23,To,Nitesh Italiya,,,Receipt,321,400.00,
06-Jan-23,By,Misc. Expenses,,,Payment,745,,30.00
06-Jan-23,By,Divyam Medicine,,,Payment,746,,330.00
07-Jan-23,By,Home Cash Paid,,,Payment,747,,30.00
07-Jan-23,By,Party With Friends,,,Payment,748,,1270.00
08-Jan-23,By,(as per details),,,Payment,750,,300.00
,,Party With Friends,,,,,200.00 Dr,
,,Party With Friends,,,,,100.00 Dr,
08-Jan-23,To,Nikhil Sabhadiya,,,Receipt,327,2500.00,
09-Jan-23,By,(as per details),,,Payment,752,,100.00
,,Party With Friends,,,,,50.00 Dr,
,,Food,,,,,50.00 Dr,
09-Jan-23,By,Food,,,Payment,753,,50.00
09-Jan-23,By,Divyam Medicine,,,Payment,754,,230.00
09-Jan-23,By,Divyam School Exp.,,,Payment,755,,75.00
10-Jan-23,By,Home Medicines,,,Payment,757,,600.00
10-Jan-23,By,Divyam Medicine,,,Payment,758,,160.00
10-Jan-23,By,Food,,,Payment,759,,20.00
10-Jan-23,By,Home Medicines,,,Payment,760,,500.00
10-Jan-23,By,Food,,,Payment,761,,50.00
11-Jan-23,By,Divyam Medicine,,,Payment,764,,260.00
12-Jan-23,By,Divyam Medicine,,,Payment,766,,90.00
12-Jan-23,By,(as per details),,,Payment,767,,420.00
,,Home Perquisites,,,,,390.00 Dr,
,,Home Perquisites,,,,,30.00 Dr,
13-Jan-23,By,Home Perquisites,,,Payment,768,,250.00
15-Jan-23,By,Home Cash Paid,,,Payment,771,,300.00
15-Jan-23,To,Cash Reserve I,,,Receipt,333,1000.00,
15-Jan-23,By,Guest Expense,,,Payment,772,,240.00
16-Jan-23,By,Party With Friends,,,Payment,773,,120.00
17-Jan-23,By,Guest Expense,,,Payment,776,,300.00
18-Jan-23,To,Shree Hanuman Tex,,,Receipt,335,3000.00,
18-Jan-23,By,Party With Friends,,,Payment,777,,100.00
19-Jan-23,To,G S Enterprise (Ghanshyambhai),,,Receipt,336,3000.00,
20-Jan-23,To,Amar Vstra,,,Receipt,338,3000.00,
22-Jan-23,By,Merriage Chandlo Shrimant,,,Payment,784,,300.00
22-Jan-23,By,(as per details),,,Payment,785,,1100.00
,,Mobile Repairing,,,,,800.00 Dr,
,,Mobile Acceseris,,,,,200.00 Dr,
,,Mobile Acceseris,,,,,100.00 Dr,
22-Jan-23,By,Merriage Chandlo Shrimant,,,Payment,786,,500.00
24-Jan-23,By,Divyam School Exp.,,,Payment,787,,30.00
24-Jan-23,By,Food,,,Payment,788,,30.00
25-Jan-23,By,Food,,,Payment,791,,50.00
25-Jan-23,By,Home Perquisites,,,Payment,792,,100.00
26-Jan-23,By,Home Cash Paid,,,Payment,793,,1770.00
26-Jan-23,By,Nitesh Italiya,,,Payment,794,,5000.00
27-Jan-23,By,Food,,,Payment,796,,30.00
28-Jan-23,By,Home Cash Paid,,,Payment,798,,1000.00
29-Jan-23,To,Nikhil Sabhadiya,,,Receipt,347,2000.00,
29-Jan-23,To,Cash Reserve I,,,Receipt,348,200.00,
30-Jan-23,By,Home Perquisites,,,Payment,804,,160.00
30-Jan-23,By,Party With Friends,,,Payment,805,,40.00
30-Jan-23,By,Food,,,Payment,806,,20.00
01-Feb-23,By,(as per details),,,Payment,808,,430.00
,,Consultancy Exp.,,,,,300.00 Dr,
,,Consultancy Exp.,,,,,130.00 Dr,
01-Feb-23,By,Food,,,Payment,812,,20.00
02-Feb-23,By,Food,,,Payment,814,,40.00
02-Feb-23,By,Bike Service,,,Payment,815,,350.00
02-Feb-23,By,Merriage Chandlo Shrimant,,,Payment,816,,200.00
05-Feb-23,By,Home Cash Paid,,,Payment,819,,100.00
05-Feb-23,By,Holiday Expenses,,,Payment,820,,230.00
06-Feb-23,By,Merriage Chandlo Shrimant,,,Payment,822,,200.00
06-Feb-23,By,Party With Friends,,,Payment,823,,80.00
06-Feb-23,By,Merriage Chandlo Shrimant,,,Payment,824,,200.00
07-Feb-23,By,Party With Friends,,,Payment,825,,90.00
07-Feb-23,By,Home Cash Paid,,,Payment,826,,20.00
08-Feb-23,By,Food,,,Payment,827,,100.00
08-Feb-23,To,Piyush Vaghasiya,,,Receipt,364,1438.00,
11-Feb-23,By,Consultancy Exp.,,,Payment,830,,200.00
12-Feb-23,By,Merriage Chandlo Shrimant,,,Payment,831,,100.00
13-Feb-23,By,Food,,,Payment,832,,70.00
14-Feb-23,By,Divyam School Exp.,,,Payment,834,,110.00
14-Feb-23,By,Hair Cut,,,Payment,835,,100.00
14-Feb-23,By,Misc. Expenses,,,Payment,836,,140.00
16-Feb-23,By,Home Cash Paid,,,Payment,840,,200.00
17-Feb-23,By,Home Cash Paid,,,Payment,842,,200.00
18-Feb-23,By,Home Perquisites,,,Payment,843,,290.00
19-Feb-23,By,(as per details),,,Payment,844,,470.00
,,Misc. Expenses,,,,,370.00 Dr,
,,Food,,,,,100.00 Dr,
19-Feb-23,By,Home Cash Paid,,,Payment,845,,1950.00
19-Feb-23,By,(as per details),,,Payment,846,,100.00
,,Food,,,,,50.00 Dr,
,,Party With Friends,,,,,50.00 Dr,
21-Feb-23,To,Cash Reserve I,,,Receipt,374,2000.00,
21-Feb-23,By,Divyam Medicine,,,Payment,849,,110.00
21-Feb-23,By,(as per details),,,Payment,851,,140.00
,,Party With Friends,,,,,90.00 Dr,
,,Party With Friends,,,,,50.00 Dr,
24-Feb-23,By,Australia Exp.,,,Payment,862,,80.00
24-Feb-23,By,Home Perquisites,,,Payment,863,,180.00
25-Feb-23,By,Australia Exp.,,,Payment,864,,100.00
25-Feb-23,To,Nitesh Italiya,,,Receipt,379,100000.00,
25-Feb-23,By,Dharmesh Lakkad,,,Payment,865,,100000.00
26-Feb-23,By,Home Cash Paid,,,Payment,868,,200.00
26-Feb-23,To,Bhavesh Sabhadiya (Loan)-1,,,Receipt,384,122000.00,
26-Feb-23,By,(as per details),,,Payment,869,,88540.00
,,Tusharbhai 33,,,,,88535.00 Dr,
,,Misc. Expenses,,,,,5.00 Dr,
26-Feb-23,By,Cash Reserve III,,,Payment,870,,30000.00
26-Feb-23,By,(as per details),,,Journal,255,,100.00
,,Anil Thummar,,,,,11100.00 Dr,
,,Cash Reserve III,,,,,,11000.00 Cr
26-Feb-23,By,Party With Friends,,,Payment,872,,100.00
26-Feb-23,By,Australia Exp.,,,Payment,873,,100.00
26-Feb-23,By,Australia Exp.,,,Payment,874,,40.00
26-Feb-23,By,(as per details),,,Payment,875,,70.00
,,Australia Exp.,,,,,20.00 Dr,
,,Food,,,,,50.00 Dr,
28-Feb-23,By,Home Perquisites,,,Payment,880,,50.00
28-Feb-23,By,Food,,,Payment,881,,20.00
28-Feb-23,By,Misc. Expenses,,,Payment,882,,60.00
02-Mar-23,By,Holiday Expenses,,,Payment,886,,230.00
04-Mar-23,By,Food,,,Payment,889,,60.00
05-Mar-23,By,Party With Friends,,,Payment,890,,90.00
05-Mar-23,By,Home Perquisites,,,Payment,891,,50.00
07-Mar-23,By,Two Wheeler Typre,,,Payment,899,,3100.00
08-Mar-23,By,Home Cash Paid,,,Payment,901,,500.00
10-Mar-23,By,Holiday Expenses,,,Payment,904,,120.00
10-Mar-23,By,Home Cash Paid,,,Payment,905,,1000.00
12-Mar-23,By,Party With Friends,,,Payment,907,,150.00
12-Mar-23,By,(as per details),,,Payment,908,,360.00
,,Charger,,,,,200.00 Dr,
,,Misc. Expenses,,,,,160.00 Dr,
12-Mar-23,To,Bhavesh Sabhadiya (Loan)-1,,,Receipt,395,20000.00,
12-Mar-23,By,Kalpesh Shiyani (Loan),,,Payment,909,,30000.00
12-Mar-23,By,(as per details),,,Payment,911,,160.00
,,Divyam School Exp.,,,,,130.00 Dr,
,,Home Perquisites,,,,,30.00 Dr,
12-Mar-23,By,Party With Friends,,,Payment,912,,40.00
12-Mar-23,To,Cash Reserve III,,,Journal,267,15000.00,
13-Mar-23,By,Books,,,Payment,914,,380.00
15-Mar-23,By,Misc. Expenses,,,Payment,921,,10.00
16-Mar-23,By,Divyam School Exp.,,,Payment,923,,1500.00
17-Mar-23,By,Home Cash Paid,,,Payment,926,,200.00
18-Mar-23,By,Home Cash Paid,,,Payment,931,,50.00
18-Mar-23,By,Party With Friends,,,Payment,932,,90.00
18-Mar-23,By,Misc. Expenses,,,Payment,933,,130.00
19-Mar-23,By,Party With Friends,,,Payment,936,,200.00
20-Mar-23,By,Home Cash Paid,,,Payment,937,,300.00
20-Mar-23,To,Bhavesh Sabhadiya (Loan)-1,,,Receipt,404,21000.00,
20-Mar-23,To,For Tax Payment,,,Receipt,405,1000.00,
20-Mar-23,By,Kalpesh Shiyani,,,Payment,943,,10000.00
20-Mar-23,By,Party With Friends,,,Payment,944,,40.00
21-Mar-23,To,Consultancy,,,Receipt,411,600.00,
21-Mar-23,By,Food,,,Payment,950,,40.00
21-Mar-23,By,Misc. Expenses,,,Payment,951,,170.00
22-Mar-23,By,Jigo,,,Payment,953,,5000.00
22-Mar-23,By,Party With Friends,,,Payment,955,,60.00
22-Mar-23,By,Food,,,Payment,956,,60.00
23-Mar-23,By,Home Cash Paid,,,Payment,959,,100.00
24-Mar-23,By,Home Perquisites,,,Payment,961,,590.00
24-Mar-23,By,Party With Friends,,,Payment,962,,100.00
26-Mar-23,By,Home Cash Paid,,,Payment,968,,2000.00
26-Mar-23,By,Home Cash Paid,,,Payment,969,,100.00
28-Mar-23,By,Home Cash Paid,,,Payment,985,,500.00
29-Mar-23,By,Food,,,Payment,987,,40.00
29-Mar-23,By,Food,,,Payment,988,,30.00
29-Mar-23,By,Home Cash Paid,,,Payment,989,,500.00
30-Mar-23,By,Food,,,Payment,995,,40.00
31-Mar-23,By,(as per details),,,Payment,1000,,210.00
,,Divyam Medicine,,,,,60.00 Dr,
,,Divyam Medicine,,,,,150.00 Dr,
31-Mar-23,By,Party With Friends,,,Payment,1001,,30.00
01-Apr-23,By,(as per details),,,Payment,3,,740.00
,,Home Medicines,,,,,300.00 Dr,
,,Home Medicines,,,,,440.00 Dr,
03-Apr-23,To,DBS Bank,,,Payment,5,5000.00,
03-Apr-23,To,For Tax Payment,,,Receipt,2,1000.00,
03-Apr-23,To,IDBI Bank,,,Payment,8,1000.00,
03-Apr-23,By,Home Cash Paid,,,Payment,10,,500.00
03-Apr-23,By,Home Cash Paid,,,Payment,11,,2000.00
03-Apr-23,By,(as per details),,,Payment,12,,80.00
,,Food,,,,,40.00 Dr,
,,Food,,,,,40.00 Dr,
04-Apr-23,By,Food,,,Payment,14,,20.00
04-Apr-23,By,Food,,,Payment,15,,60.00
04-Apr-23,By,Kalpesh Shiyani,,,Payment,16,,6000.00
04-Apr-23,By,Home Perquisites,,,Payment,17,,120.00
05-Apr-23,By,Home Cash Paid,,,Payment,18,,100.00
05-Apr-23,By,Misc. Expenses,,,Payment,19,,10.00
05-Apr-23,By,Food,,,Payment,20,,90.00
10-Apr-23,By,Home Cash Paid,,,Payment,31,,500.00
11-Apr-23,To,(as per details),,,Receipt,7,5000.00,
,,For Tax Payment,,,,,,2000.00 Cr
,,G S Enterprise (Ghanshyambhai),,,,,,3000.00 Cr
11-Apr-23,To,Sanskari Mandal,,,Journal,5,200.00,
12-Apr-23,By,Home Cash Paid,,,Payment,33,,4000.00
12-Apr-23,To,Sanskari Mandal,,,Receipt,10,200.00,
13-Apr-23,By,Divyam Medicine,,,Payment,36,,60.00
13-Apr-23,By,Home Perquisites,,,Payment,37,,40.00
13-Apr-23,By,Home Cash Paid,,,Payment,38,,1500.00
13-Apr-23,By,Party With Friends,,,Payment,39,,290.00
13-Apr-23,By,Food,,,Payment,40,,20.00
13-Apr-23,To,Consultancy,,,Receipt,17,200.00,
14-Apr-23,By,Divyam Toys,,,Payment,43,,100.00
14-Apr-23,To,Sanskari Mandal,,,Receipt,18,200.00,
16-Apr-23,By,Party With Friends,,,Payment,47,,60.00
16-Apr-23,To,Books,,,Receipt,20,360.00,
17-Apr-23,By,Food,,,Payment,50,,30.00
18-Apr-23,By,Party With Friends,,,Payment,51,,50.00
18-Apr-23,By,Food,,,Payment,52,,30.00
19-Apr-23,By,Food,,,Payment,54,,40.00
20-Apr-23,By,Home Cash Paid,,,Payment,57,,400.00
21-Apr-23,To,Dhyani Creation,,,Receipt,31,8000.00,
22-Apr-23,To,Ankit Sorathiya,,,Receipt,33,9000.00,
22-Apr-23,By,Mobile Acceseris,,,Payment,62,,100.00
22-Apr-23,To,Nambi Narola,,,Receipt,34,5500.00,
23-Apr-23,By,(as per details),,,Payment,67,,800.00
,,Holiday Expenses,,,,,300.00 Dr,
,,Holiday Expenses,,,,,500.00 Dr,
24-Apr-23,By,Cash Reserve I,,,Journal,17,,15000.00
24-Apr-23,By,Misc. Expenses,,,Payment,69,,70.00
25-Apr-23,By,Home Cash Paid,,,Payment,74,,1000.00
25-Apr-23,By,Home Perquisites,,,Payment,75,,300.00
25-Apr-23,By,Divyam Toys,,,Payment,76,,60.00
25-Apr-23,By,Misc. Expenses,,,Payment,77,,90.00
06-May-23,To,Sanskari Mandal,,,Receipt,45,150.00,
12-May-23,To,IDBI Bank,,,Receipt,47,20000.00,
12-May-23,To,IDBI Bank,,,Receipt,48,20000.00,
12-May-23,To,DBS Bank,,,Receipt,51,10000.00,
12-May-23,To,DBS Bank,,,Receipt,52,15000.00,
12-May-23,By,(as per details),,,Payment,91,,100725.00
,,Iphone 14 Pro 256gb,,,,,99540.00 Dr,
,,Home Perquisites,,,,,1185.00 Dr,
12-May-23,To,DBS Bank,,,Receipt,53,15000.00,
12-May-23,To,DBS Bank,,,Receipt,54,15000.00,
12-May-23,To,DBS Bank,,,Receipt,55,5000.00,
12-May-23,To,Sanskari Mandal,,,Receipt,56,200.00,
12-May-23,To,Sanskari Mandal,,,Receipt,57,200.00,
13-May-23,By,Misc. Expenses,,,Payment,95,,75.00
18-May-23,By,Home Cash Paid,,,Payment,112,,500.00
19-May-23,By,(as per details),,,Payment,113,,800.00
,,Mobile Acceseris,,,,,500.00 Dr,
,,Mobile Acceseris,,,,,200.00 Dr,
,,Mobile Acceseris,,,,,100.00 Dr,
20-May-23,By,Farm Exp.,,,Payment,115,,250.00
20-May-23,By,Food,,,Payment,117,,310.00
21-May-23,By,Food,,,Payment,118,,80.00
22-May-23,By,Food,,,Payment,119,,20.00
22-May-23,By,Home Cash Paid,,,Payment,121,,270.00
25-May-23,By,Food,,,Payment,127,,100.00
25-May-23,By,Holiday Expenses,,,Payment,128,,480.00
27-May-23,By,Holiday Expenses,,,Payment,133,,260.00
27-May-23,By,Food,,,Payment,134,,50.00
28-May-23,To,Iphone 14 Pro 256gb,,,Receipt,64,92000.00,
29-May-23,By,(as per details),,,Payment,136,,4000.00
,,Home Cash Paid,,,,,2000.00 Dr,
,,Home Cash Paid,,,,,2000.00 Dr,
29-May-23,To,Baa,,,Receipt,65,10000.00,
29-May-23,By,Piyush Vaghasiya (Loan),,,Payment,137,,88000.00
29-May-23,By,Baa,,,Payment,138,,10000.00
29-May-23,To,Coverfox,,,Receipt,66,2541.00,
29-May-23,By,Piyush Vaghasiya (Loan),,,Payment,139,,2000.00
29-May-23,By,Food,,,Payment,140,,100.00
29-May-23,By,Food,,,Payment,141,,20.00
31-May-23,By,Holiday Expenses,,,Payment,144,,491.00
01-Jun-23,By,Food,,,Payment,145,,20.00
02-Jun-23,By,Divyam School Exp.,,,Payment,146,,450.00
02-Jun-23,By,Divyam Medicine,,,Payment,147,,400.00
02-Jun-23,By,Food,,,Payment,149,,110.00
03-Jun-23,By,Food,,,Payment,151,,110.00
03-Jun-23,To,Charger,,,Receipt,68,1300.00,
03-Jun-23,By,Petrol Expenses,,,Payment,152,,510.00
03-Jun-23,By,Misc. Expenses,,,Payment,153,,10.00
04-Jun-23,To,Cash Reserve I,,,Journal,35,2000.00,
04-Jun-23,By,(as per details),,,Payment,156,,660.00
,,Holiday Expenses,,,,,160.00 Dr,
,,Holiday Expenses,,,,,500.00 Dr,
06-Jun-23,To,Cash Reserve I,,,Journal,39,2000.00,
06-Jun-23,By,Food,,,Payment,165,,80.00
06-Jun-23,By,Party With Friends,,,Payment,166,,80.00
07-Jun-23,By,Home Cash Paid,,,Payment,168,,1000.00
08-Jun-23,By,Home Perquisites,,,Payment,173,,40.00
11-Jun-23,By,Party With Friends,,,Payment,175,,200.00
13-Jun-23,By,Alpesh Vithhani,,,Payment,177,,1000.00
13-Jun-23,To,Kalpesh Shiyani (Loan),,,Receipt,82,3000.00,
13-Jun-23,By,Food,,,Payment,183,,45.00
13-Jun-23,By,Food,,,Payment,184,,60.00
13-Jun-23,By,Food,,,Payment,185,,20.00
13-Jun-23,By,Divyam School Exp.,,,Payment,187,,280.00
14-Jun-23,By,Kalpesh Shiyani,,,Payment,181,,3000.00
14-Jun-23,By,Food,,,Payment,182,,30.00
14-Jun-23,By,Food,,,Payment,186,,40.00
14-Jun-23,By,Misc. Expenses,,,Payment,188,,25.00
15-Jun-23,By,Food,,,Payment,189,,10.00
17-Jun-23,By,Home Cash Paid,,,Payment,190,,300.00
18-Jun-23,By,Food,,,Payment,191,,10.00
18-Jun-23,By,Party With Friends,,,Payment,192,,100.00
19-Jun-23,To,Dharmesh Lakkad,,,Receipt,83,5000.00,
19-Jun-23,By,Home Cash Paid,,,Payment,204,,200.00
19-Jun-23,By,Food,,,Payment,205,,50.00
20-Jun-23,By,Merriage Chandlo Shrimant,,,Payment,203,,300.00
20-Jun-23,By,Food,,,Payment,206,,100.00
21-Jun-23,By,Home Cash Paid,,,Payment,200,,1550.00
21-Jun-23,By,Home Cash Paid,,,Payment,201,,1500.00
21-Jun-23,By,Party With Friends,,,Payment,202,,120.00
21-Jun-23,By,Home Perquisites,,,Payment,207,,90.00
22-Jun-23,To,(as per details),,,Receipt,88,1000.00,
,,Consultancy,,,,,,800.00 Cr
,,Kalpesh Shiyani (Loan),,,,,,200.00 Cr
25-Jun-23,By,Food,,,Payment,221,,100.00
26-Jun-23,To,Piyush Vaghasiya,,,Receipt,93,666.00,
26-Jun-23,To,Chirag Medical,,,Receipt,92,500.00,
26-Jun-23,By,Home Cash Paid,,,Payment,217,,100.00
26-Jun-23,By,(as per details),,,Payment,218,,940.00
,,Home Medicines,,,,,300.00 Dr,
,,Home Medicines,,,,,250.00 Dr,
,,Home Medicines,,,,,390.00 Dr,
26-Jun-23,By,RJ45 Pin Connector Tool,,,Payment,219,,260.00
26-Jun-23,By,Food,,,Payment,220,,80.00
27-Jun-23,By,Food,,,Payment,222,,96.00
28-Jun-23,By,Office Stationery Exp.,,,Payment,225,,60.00
29-Jun-23,By,(as per details),,,Payment,226,,1400.00
,,Home Cash Paid,,,,,1100.00 Dr,
,,Home Cash Paid,,,,,300.00 Dr,
29-Jun-23,By,Food,,,Payment,227,,80.00
29-Jun-23,To,Rameshbhai Dhirubhai Gohil,,,Receipt,96,1000.00,
30-Jun-23,By,Home Cash Paid,,,Payment,233,,500.00
30-Jun-23,By,Food,,,Payment,235,,60.00
30-Jun-23,By,Misc. Expenses,,,Payment,236,,10.00
02-Jul-23,By,Food,,,Payment,253,,90.00
04-Jul-23,By,Home Cash Paid,,,Payment,244,,500.00
04-Jul-23,By,Food,,,Payment,245,,80.00
04-Jul-23,By,Home Perquisites,,,Payment,248,,200.00
04-Jul-23,By,Calculator,,,Payment,254,,150.00
06-Jul-23,By,Food,,,Payment,255,,90.00
06-Jul-23,To,G S Enterprise (Ghanshyambhai),,,Receipt,106,3000.00,
06-Jul-23,By,Food,,,Payment,256,,80.00
07-Jul-23,By,Food,,,Payment,257,,40.00
08-Jul-23,By,Home Cash Paid,,,Payment,258,,500.00
11-Jul-23,By,Food,,,Payment,272,,20.00
11-Jul-23,By,Food,,,Payment,273,,40.00
11-Jul-23,By,Divyam School Exp.,,,Payment,275,,60.00
12-Jul-23,By,Home Perquisites,,,Payment,270,,110.00
12-Jul-23,By,Food,,,Payment,271,,20.00
12-Jul-23,By,Misc. Expenses,,,Payment,274,,10.00
12-Jul-23,By,Cash Reserve II,,,Journal,66,,200.00
13-Jul-23,By,Home Cash Paid,,,Payment,276,,500.00
13-Jul-23,By,Party With Friends,,,Payment,277,,50.00
13-Jul-23,To,Harsh 23,,,Receipt,117,500.00,
13-Jul-23,By,Home Perquisites,,,Payment,288,,150.00
14-Jul-23,By,Party With Friends,,,Payment,285,,220.00
14-Jul-23,By,Party With Friends,,,Payment,286,,290.00
14-Jul-23,By,Party With Friends,,,Payment,287,,60.00
15-Jul-23,By,Home Perquisites,,,Payment,293,,250.00
15-Jul-23,By,Party With Friends,,,Payment,295,,100.00
16-Jul-23,By,Holiday Expenses,,,Payment,294,,250.00
18-Jul-23,By,Home Perquisites,,,Payment,298,,100.00
18-Jul-23,By,Food,,,Payment,299,,30.00
18-Jul-23,By,Dipali React Native,,,Payment,300,,1300.00
19-Jul-23,By,Home Cash Paid,,,Payment,301,,500.00
19-Jul-23,To,(as per details),,,Receipt,125,5800.00,
,,Amar Vstra,,,,,,2800.00 Cr
,,Arvindbhai Bholabhai Rokad,,,,,,1000.00 Cr
,,Kanchanben Arvindbhai Rokad,,,,,,1000.00 Cr
,,Rahil Arvindbhai Rokad,,,,,,1000.00 Cr
20-Jul-23,To,(as per details),,,Receipt,130,3000.00,
,,Nitinbhai Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Sharadkumar Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Sagar Nanubhai Kathiriya,,,,,,1000.00 Cr
21-Jul-23,By,Misc. Expenses,,,Payment,316,,20.00
21-Jul-23,By,Home Cash Paid,,,Payment,317,,100.00
21-Jul-23,By,Home Cash Paid,,,Payment,318,,2050.00
22-Jul-23,By,Home Cash Paid,,,Payment,320,,200.00
22-Jul-23,By,Food,,,Payment,321,,80.00
22-Jul-23,By,Home Perquisites,,,Payment,324,,1750.00
22-Jul-23,By,Food,,,Payment,328,,70.00
23-Jul-23,By,(as per details),,,Payment,325,,240.00
,,Holiday Expenses,,,,,160.00 Dr,
,,Holiday Expenses,,,,,40.00 Dr,
,,Holiday Expenses,,,,,40.00 Dr,
24-Jul-23,By,Home Perquisites,,,Payment,326,,160.00
24-Jul-23,By,Home Cash Paid,,,Payment,327,,100.00
26-Jul-23,To,DBS Bank,,,Receipt,133,10000.00,
26-Jul-23,To,DBS Bank,,,Receipt,134,20000.00,
26-Jul-23,By,Flat 1403 Shaswat Luxaria,,,Payment,329,,51000.00
26-Jul-23,By,Food,,,Payment,331,,480.00
26-Jul-23,To,DBS Bank,,,Receipt,138,20000.00,
27-Jul-23,By,Food,,,Payment,347,,30.00
28-Jul-23,To,DBS Bank,,,Receipt,137,10000.00,
28-Jul-23,To,DBS Bank,,,Receipt,135,20000.00,
28-Jul-23,To,DBS Bank,,,Receipt,139,20000.00,
28-Jul-23,To,Coverfox,,,Receipt,143,2530.00,
28-Jul-23,To,(as per details),,,Receipt,144,154000.00,
,,Nikhil Sabhadiya,,,,,,135000.00 Cr
,,Vishal Sabhadiya,,,,,,19000.00 Cr
28-Jul-23,By,Home Cash Paid,,,Payment,345,,1000.00
28-Jul-23,By,Food,,,Payment,346,,30.00
28-Jul-23,By,Misc. Expenses,,,Payment,348,,80.00
29-Jul-23,By,Flat 1403 Shaswat Luxaria,,,Payment,349,,200000.00
29-Jul-23,By,Food,,,Payment,350,,70.00
30-Jul-23,By,Home Cash Paid,,,Payment,351,,1500.00
30-Jul-23,By,Home Perquisites,,,Payment,352,,160.00
31-Jul-23,By,Home Cash Paid,,,Payment,368,,1000.00
01-Aug-23,To,DBS Bank,,,Receipt,151,20000.00,
01-Aug-23,To,DBS Bank,,,Receipt,152,20000.00,
01-Aug-23,To,DBS Bank,,,Receipt,153,20000.00,
01-Aug-23,To,DBS Bank,,,Receipt,154,20000.00,
01-Aug-23,To,DBS Bank,,,Receipt,155,20000.00,
01-Aug-23,To,Bhartiben Ghanshyambhai Paladiya,,,Receipt,156,1000.00,
01-Aug-23,To,Coverfox,,,Receipt,157,850.00,
01-Aug-23,To,Rajesh Jamanbhai Hirpara,,,Receipt,162,2000.00,
02-Aug-23,To,(as per details),,,Receipt,159,250000.00,
,,Alpesh Vithani,,,,,,100000.00 Cr
,,Nilesh Vithani,,,,,,150000.00 Cr
02-Aug-23,By,Flat 1403 Shaswat Luxaria,,,Payment,363,,350000.00
02-Aug-23,To,Bhavesh Sabhadiya (Loan)-1,,,Receipt,164,20000.00,
03-Aug-23,To,(as per details),,,Receipt,163,2200.00,
,,Vijay Parshotambhai Korat,,,,,,1000.00 Cr
,,Vaishaliben Harshadbhai Pitroda,,,,,,1000.00 Cr
,,Consultancy,,,,,,200.00 Cr
03-Aug-23,By,Cash Reserve I,,,Journal,92,,11000.00
03-Aug-23,By,Home Perquisites,,,Payment,364,,200.00
03-Aug-23,By,Food,,,Payment,365,,50.00
03-Aug-23,By,Misc. Expenses,,,Payment,369,,122.00
04-Aug-23,By,Divyam School Exp.,,,Payment,370,,4200.00
04-Aug-23,To,Piyush Vaghasiya (Loan),,,Receipt,165,1332.00,
04-Aug-23,To,Sandeep Hihoriya,,,Receipt,169,17000.00,
05-Aug-23,By,Divyam School Exp.,,,Payment,372,,3000.00
05-Aug-23,By,Food,,,Payment,373,,30.00
05-Aug-23,By,Holiday Expenses,,,Payment,374,,20.00
05-Aug-23,By,Food,,,Payment,376,,80.00
05-Aug-23,By,Consultancy Exp.,,,Payment,377,,100.00
05-Aug-23,By,Party With Friends,,,Payment,378,,120.00
05-Aug-23,By,Cash Reserve I,,,Journal,87,,39000.00
05-Aug-23,By,Food,,,Payment,380,,30.00
06-Aug-23,By,Misc. Provisions,,,Payment,382,,320.00
06-Aug-23,By,Food,,,Payment,383,,50.00
07-Aug-23,By,Bike Service,,,Payment,381,,60.00
07-Aug-23,By,Food,,,Payment,387,,120.00
08-Aug-23,By,Food,,,Payment,388,,50.00
09-Aug-23,By,Food,,,Payment,397,,120.00
10-Aug-23,By,Home Medicines,,,Payment,395,,210.00
10-Aug-23,By,Home Medicines,,,Payment,396,,300.00
10-Aug-23,By,Food,,,Payment,398,,40.00
10-Aug-23,By,Misc. Expenses,,,Payment,399,,260.00
10-Aug-23,By,Home Perquisites,,,Payment,400,,100.00
11-Aug-23,To,(as per details),,,Receipt,188,3000.00,
,,Kishan Shantilal Bhanderi,,,,,,500.00 Cr
,,Ekta Ghanshyambhai Rabadiya,,,,,,500.00 Cr
,,Kanchanben Shantilal Bhanderi,,,,,,500.00 Cr
,,Consultancy,,,,,,1500.00 Cr
11-Aug-23,To,Incometax Paid on Behalf of Client,,,Receipt,196,1000.00,
11-Aug-23,By,Home Cash Paid,,,Payment,414,,1000.00
13-Aug-23,By,Food,,,Payment,405,,70.00
14-Aug-23,To,(as per details),,,Receipt,193,2000.00,
,,Ankit Parshotambhai Vaghasiya,,,,,,1000.00 Cr
,,Ravi Parshotambhai Vaghasiya,,,,,,1000.00 Cr
14-Aug-23,By,Home Perquisites,,,Payment,406,,610.00
14-Aug-23,By,Food,,,Payment,407,,40.00
14-Aug-23,By,Food,,,Payment,408,,20.00
14-Aug-23,By,Home Perquisites,,,Payment,409,,80.00
14-Aug-23,To,ICICI Bank,,,Receipt,194,4000.00,
